report_date,active_users,total_purchase,total_redeem,direct_purchase,purchase_bal,purchase_bank,total_share,total_consume,total_transfer,total_tftobal,total_tftocard,cat1_total,cat2_total,cat3_total,cat4_total,avg_balance,avg_yesterday_balance
20131231,5258,265851934,134232530,264556746,115229028,149327718,1295188,23640780,110591750,19505479,91086271,11611505,3497088,0,8532187,1512117.7875618106,1487085.5692278433
20140101,5293,330926565,77367755,329555717,93419831,236135886,1370848,21750788,55616967,15782631,39834336,9463186,7180059,0,5107543,1550023.4530511997,1502118.897978462
20140102,5340,434956739,190155450,433531489,145093807,288437682,1425250,22941048,167214402,26734732,140479670,6429483,6583823,0,9927742,1582223.8625468165,1536380.9245318351
20140103,5374,342074805,127714255,340640596,143850914,196789682,1434209,23841309,103872946,27165547,76707399,10507984,4191467,50000,9091858,1612101.9679940455,1572213.5143282472
20140104,5414,186085910,99869074,184607251,49062116,135545135,1478659,21965772,77903302,10496655,67406647,13162251,1833288,0,6970233,1616116.1455485777,1600191.3513114147
20140105,5483,206030707,156781996,204559800,61986069,142573731,1470907,20843557,135938439,37596243,98342196,12945726,2302192,0,5595639,1604760.4455590006,1595778.371694328
20140106,5514,442494042,190917629,441042872,198531158,242511714,1451170,25009899,165907730,35042141,130865589,8546854,9726055,0,6736990,1641363.4269133115,1595738.3973521944
20140107,5560,589726496,137972793,588222460,231240835,356981625,1504036,27531206,110441587,23886191,86555396,11435514,3109835,0,12985857,1709034.4674460432,1627783.801438849
20140108,5621,264025160,213880074,262398195,73458333,188939862,1626965,24398384,189481690,22175353,167306337,6934583,6375874,400000,10687927,1699408.7751289806,1690487.749332859
20140109,5646,280698487,140391237,279057823,115504758,163553065,1640664,25855665,114535572,27071650,87463922,12014226,3339321,1350500,9151618,1716734.674991144,1691883.939957492
20140110,5701,237797636,117259153,236112121,81263442,154848679,1685515,26458750,90800403,26710276,64090127,11533112,3073435,2000000,9852203,1721315.9898263463,1700172.5969128222
20140111,5764,243403438,71530182,241731696,147087308,94644388,1671742,30620108,40910074,14724475,26185599,18421405,6239547,0,5959156,1732320.5610687023,1702502.1613462872
20140112,5836,228255344,141505812,226592609,70170242,156422367,1662735,24005816,117499996,26923654,90576342,10277948,1096208,0,12631660,1725813.0990404387,1710948.5459218642
20140113,5945,447207050,178923772,445546064,140961565,304584499,1660986,21903534,157020238,31182941,125837297,12068315,2562244,20000,7252975,1739298.3219512196,1694170.7730866275
20140114,6076,356907128,159778389,355227951,136709487,218518464,1679177,29631300,130147089,26903661,103243428,14789839,5370473,0,9470988,1734242.4725148124,1701798.637919684
20140115,6136,391408718,177618247,389643679,64750474,324893205,1765039,38808458,138809789,28292066,110517723,9530159,12452440,4851900,11973959,1752126.4234028682,1717284.4300847459
20140116,6215,374947083,153167426,373159557,106140501,267019056,1787526,23865821,129301605,26988051,102313554,9015487,5303850,10000,9536484,1765539.403218021,1729854.824456959
20140117,6241,345426853,127385210,343608394,88624595,254983799,1818459,21879996,105505214,18305723,87199491,10286416,3065433,60000,8468147,1793121.1398814293,1758184.1677615766
20140118,6268,233200688,142869842,231380252,89497089,141883163,1820436,36540346,106329496,31449193,74880303,20036728,5268057,0,11235561,1799808.5322271858,1785397.1017868537
20140119,6268,185082022,117629351,183275869,45738067,137537802,1806153,29952235,87677116,21831199,65845917,14879161,5697300,0,9375774,1810569.9666560306,1799808.5322271858
20140120,6353,335761027,442996084,333912224,66330226,267581998,1848803,45103607,397892477,36654039,361238438,30197607,4605616,0,10300384,1769465.999370376,1786345.4353848575
20140121,6382,412854611,302825136,411045427,105334037,305711390,1809184,48810525,254014611,34959044,219055567,34683255,5373018,0,8754252,1778666.0872767158,1761425.4926355374
20140122,6406,498730606,292856188,496881726,116679482,380202244,1848880,35396154,257460034,50621581,206838453,12674940,15715449,302539,6703226,1804140.0853886981,1772002.336715579
20140123,6428,481450097,209024328,479509602,102994484,376515118,1940495,37120406,171903922,30727063,141176859,17367428,8303009,400000,11049969,1840346.47728687,1797965.3682327317
20140124,6467,614103894,345829001,612133670,144614549,467519121,1970224,37926576,307902425,29754999,278147426,18821020,11004819,0,8100737,1870731.7224369878,1829248.0525746096
20140125,6526,440854623,185524856,438919123,125183326,313735797,1935500,44376079,141148777,33390830,107757947,33052893,4752220,220000,6350966,1892943.888446215,1853818.8858412504
20140126,6600,528402520,331752519,526466645,101475502,424991143,1935875,19451300,312301219,39439760,272861459,9137431,6367843,0,3946026,1901515.4268181818,1871719.9721212122
20140127,6626,657199484,280645861,655298101,196149985,459148116,1901383,36768288,243877573,58856167,185021406,20347842,9737819,0,6682627,1950883.706610323,1894054.001961968
20140128,6683,843424742,248334316,841426055,202335691,639090364,1998687,32950093,215384223,47826061,167558162,21216358,9286252,96536,2350947,2023289.8198413886,1934244.4171779142
20140129,6735,952479658,215164666,950357375,102260088,848097287,2122283,48600473,166564193,38228588,128335605,17973057,24984176,60000,5583240,2117143.4087602077,2007668.2800296957
20140130,6749,227916211,105288105,225754304,44901628,180852676,2161907,18939954,86348151,13588206,72759945,10381715,6449741,0,2108498,2130921.4645132613,2112751.645873463
20140131,6783,87324175,48132389,85045931,20914075,64131856,2278244,10305654,37826735,7796701,30030034,5695091,1312061,0,3298502,2126018.096712369,2120240.1539141973
20140201,6780,64287172,61527060,61983151,14043513,47939638,2304021,11374370,50152690,18881191,31271499,8515995,374269,0,2484106,2127365.9088495574,2126958.812684366
20140202,6793,57912761,24395720,55617117,20359506,35257611,2295644,11592943,12802777,2770284,10032493,7356053,1451501,50000,2735389,2128228.750625644,2123294.6948329164
20140203,6831,84329848,46109194,82037541,22041714,59995827,2292307,20070740,26038454,4221624,21816830,16201671,891510,0,2977559,2121984.8568291613,2116389.6798418975
20140204,6850,83653646,44927333,81355092,14062302,67292790,2298554,14428523,30498810,9930337,20568473,10980803,373534,0,3074186,2121752.535766423,2116099.0594160585
20140205,6883,209043990,95407704,206723577,21148444,185575133,2320413,34014315,61393389,14581824,46811565,18826073,11575400,0,3612842,2128089.6638093856,2111579.960772919
20140206,6940,227860276,111635336,225540877,30213062,195327815,2319399,37275155,74360181,27131322,47228859,17247754,8449817,0,11577584,2127358.227089337,2110611.1175792506
20140207,7075,578818221,273482213,576343567,133973411,442370156,2474654,28411171,245071042,43274926,201796116,9555600,10711762,350000,7793809,2129922.558869258,2086765.5259363959
20140208,7133,358255468,183432237,355819907,40691777,315128130,2435561,29127148,154305089,17759331,136545758,13886035,3396018,908800,10936295,2137112.762512267,2112603.6876489557
20140209,7188,341911234,262954049,339490129,51108036,288382093,2421105,28979242,233974807,22488350,211486457,14553637,5319961,0,9105644,2131744.9248747914,2120760.341541458
20140210,7306,647465140,431753411,645043184,125447760,519595424,2421956,52832088,378921323,31775846,347145477,24745375,11119259,6295100,10672354,2126840.165480427,2097314.8809197918
20140211,7358,818803205,243058162,816390370,245808059,570582311,2412835,39473499,203584663,30415422,173169241,18333333,10147754,2900000,8092412,2190056.984506659,2111809.492932862
20140212,7443,763009770,354585919,760453811,182145168,578308643,2555959,49996692,304589227,48908222,255681005,32197400,9476462,200000,8122830,2219919.809619777,2165046.2571543735
20140213,7479,626698794,362757986,624058677,111451545,512607132,2640117,49969512,312788474,33636126,279152348,18145364,22342585,0,9481563,2244525.1973525872,2209234.2750367695
20140214,7604,490710434,263261899,488021625,133959311,354062314,2688809,114214873,149047026,47348366,101698660,20723108,14158629,66400000,12933136,2237539.7798527093,2207628.0840347186
20140215,7669,255393179,121463693,252650784,50504975,202145809,2742395,23332090,98131603,26924012,71207591,5267476,10252720,2000,7809894,2236038.8540878864,2218575.105750424
20140216,7721,331324628,183057224,328597307,61936172,266661135,2727321,27525012,155532212,34056657,121475555,8113290,8867039,600000,9944683,2240182.5380132105,2220979.403186116
20140217,7826,706118060,405809267,703414276,101445973,601968303,2703784,25038922,380770345,67346083,313424262,4229717,8624234,0,12184971,2248499.638257092,2210126.421671352
20140218,7889,593563145,271125324,590856887,81848295,509008592,2706258,41210804,229914520,48672510,181242010,10186242,13450561,800000,16774001,2271415.3872480667,2230543.5630624923
20140219,7900,408367966,323990451,405532115,45373979,360158136,2835851,27154783,296835668,37714675,259120993,12388897,4284479,410000,10071407,2278933.3550632913,2268252.6569620254
20140220,8005,478925191,230855410,476045215,102087332,373957883,2879976,42179906,188675504,35175830,153499674,18477114,6298735,400000,17004057,2280030.391755153,2249041.0374765773
20140221,8065,353981687,178914448,351086615,52081757,299004858,2895072,35272987,143641461,38164915,105476546,18613738,9106001,200000,7353248,2284775.018598884,2263067.983384997
20140222,8079,282022706,134735118,279083130,97883214,181199916,2939576,37388618,97346500,13927043,83419457,18635912,7360790,250000,11141916,2299046.6781779923,2280815.759995049
20140223,8158,337053711,195214052,334129711,70825865,263303846,2924000,27025520,168188532,22090461,146098071,18202900,1758155,0,7064465,2294169.866633979,2276783.2940671733
20140224,8280,656317045,473470156,653397733,203203164,450194569,2919312,38373586,435096570,38390594,396705976,18666250,5194943,100000,14412393,2282449.8382850243,2260366.8806763287
20140225,8344,563505889,299155352,560651569,134346664,426304905,2854320,50699394,248455958,43867571,204588387,27591630,9923101,140000,13044663,2296624.5443432406,2264943.0322387344
20140226,8402,680801145,284819682,677828663,202317738,475510925,2972482,53686988,231132694,44707073,186425621,34530463,3973616,10000,15172909,2327900.1024756012,2280770.6734110927
20140227,8440,672909288,492786036,669926875,141301002,528625873,2982413,61051395,431734641,33471939,398262702,31417663,12043988,1200000,16389744,2338760.653199052,2317419.035663507
20140228,8454,428721754,322030204,425722217,86054744,339667473,2999537,48124571,273905633,40145953,233759680,28938140,4281597,3230000,11674834,2347507.8617222616,2334887.616867755
20140301,8491,362865580,211279011,359812461,103652657,256159804,3053119,39537010,171742001,46757660,124984341,16236939,11679842,200000,11420229,2355131.0837357203,2337278.4669650216
20140302,8532,276202230,246199417,273172567,90720059,182452508,3029663,46033199,200166218,38505331,161660887,24814295,6693602,100000,14425302,2347330.1506094704,2343813.646507267
20140303,8595,505305862,513017360,502322723,139970256,362352467,2983139,45213317,467804043,65897484,401906559,13301127,11634038,0,20278152,2329227.381849913,2330124.5892961025
20140304,8638,524146340,250562978,521192622,206653555,314539067,2953718,44291502,206271476,42801499,163469977,13248763,13002493,200000,17840246,2349304.550706182,2317632.4782357025
20140305,8682,454295491,209072753,451245946,91287267,359958679,3049545,48032386,161040367,44777164,116263203,21573262,17519904,500000,8439220,2365643.336443216,2337398.3769868696
20140306,8748,561787770,243149884,558722119,240492858,318229261,3065651,30563498,212586386,34572653,178013733,12569692,10468619,230000,7295187,2384219.6311156834,2347795.547210791
20140307,8789,380139779,291087220,377058943,95021643,282037300,3080836,42629946,248457274,37427390,211029884,15219807,11707169,300000,15402970,2383229.706678803,2373097.43235863
20140308,8823,243274169,140323202,240156774,54611908,185544866,3117395,43290047,97033155,21505157,75527998,20009862,7517068,0,15763117,2385714.2535418794,2374045.777173297
20140309,8858,244752519,206312503,241650547,68363391,173287156,3101972,31892792,174419711,26451130,147968581,12028402,3778937,0,16085453,2380627.328403703,2376287.746556785
20140310,8887,497338076,308040624,494278563,146463415,347815148,3059513,53902450,254138174,66525423,187612751,31128809,11391360,0,11382281,2394159.370653764,2372858.8809497016
20140311,8940,430500816,496039886,427448087,194534475,232913612,3052729,47244953,448794933,27674624,421120309,25105453,10878123,0,11261377,2372634.8162192395,2379965.808389262
20140312,8990,377007897,416491268,373891397,132571107,241320290,3116500,34788679,381702589,65733259,315969330,14853107,10147331,0,9788241,2355046.9283648496,2359438.849499444
20140313,9019,346286910,316973542,343188988,102654466,240534522,3097922,47886605,269086937,55076814,214010123,28036133,11078163,0,8772309,2350724.609601951,2347474.430202905
20140314,9063,315897431,311575572,312802600,77247724,235554876,3094831,44371878,267203694,33333597,233870097,14641147,16992883,0,12737848,2339788.9344587885,2339312.0659825667
20140315,9092,287407002,242799048,284310353,62427388,221882965,3096649,34294409,208504639,17959278,190545361,11529715,12385767,0,10378927,2337232.189507259,2332325.9033216015
20140316,9111,269387391,390584547,266319616,71014819,195304797,3067775,19600978,370983569,25259589,345723980,9109958,1489905,0,9001115,2319055.856766546,2332358.1458676327
20140317,9167,339008082,440624592,336026313,70763233,265263080,2981769,50250618,390373974,54475186,335898788,14133944,12153500,0,23963174,2293804.014508563,2304889.04887095
20140318,9178,435479117,410240726,432490715,149391004,283099711,2988402,54642238,355598488,31133912,324464576,14884614,13768856,400000,25588768,2293804.7278274135,2291054.8486598385
20140319,9245,359014064,429298917,355963833,76164526,279799307,3050231,30164627,399134290,51068160,348066130,9159892,5923150,100000,14981585,2269578.684586263,2277181.1565170363
20140320,9313,365011495,336076380,361964978,159168755,202796223,3046517,36054285,300022095,26850670,273171425,15617501,9694564,10000,10732220,2256114.039944164,2253007.0803178353
20140321,9341,282351818,259655286,279298412,81707625,197590787,3053406,39994785,219660501,49883826,169776675,14312959,6599091,0,19082735,2251781.0283695534,2249351.252970774
20140322,9352,191700135,138039412,188663159,104204913,84458246,3036976,33200246,104839166,21342777,83496389,18996630,4236366,0,9967250,2254870.3281650986,2249132.4407613343
20140323,9394,167456369,186443311,164431433,61783931,102647502,3024936,30812667,155630644,23200850,132429794,17490217,4597217,0,8725233,2242767.763146689,2244788.940706834
20140324,9469,313180334,437825259,310195156,121357732,188837424,2985178,38247589,399577670,35544574,364033096,21650053,4961853,500000,11135683,2211840.262118492,2225003.7350300984
20140325,9493,314345006,312710515,311396094,94883459,216512635,2948912,47181167,265529348,43213212,222316136,13937470,21295497,0,11948200,2206420.5133256083,2206248.3347729906
20140326,9512,272935544,450254233,269973892,118271061,151702831,2961652,38674025,411580208,51808075,359772133,20212220,5598087,0,12863718,2183371.6614802354,2202013.2393818335
20140327,9553,266231082,359071642,263304080,106411792,156892288,2927002,36993856,322077786,33134383,288943403,20201000,4421787,0,12371069,2164282.4959698524,2174000.96765414
20140328,9579,225966355,405443946,223056705,69697401,153359304,2909650,37979942,367464004,35799401,331664603,14429832,9811169,0,13738941,2139671.478546821,2158408.047186554
20140329,9637,160250985,155006056,157359026,54547795,102811231,2891959,31519710,123486346,32626204,90860142,17664795,4687901,100000,9067014,2127338.1780637125,2126793.9289197885
20140330,9674,205533934,264714811,202657833,64340475,138317358,2876101,34723348,229991463,45887646,184103817,14600415,9441313,0,10681620,2113084.261422369,2119201.780235683
20140331,9738,398884905,423852634,396026448,154073551,241952897,2858457,48345100,375507534,56545010,318962524,15131526,19797628,210000,13205946,2096632.718833436,2099196.667180119
20140401,9798,453320585,277429358,450478122,146539591,303938531,2842463,49540539,227888819,37116613,190772206,16208162,13781112,280000,19271265,2101745.3197591347,2083793.5717493366
20140402,9812,355347118,272612066,352449616,141024158,211425458,2897502,51040952,221571114,28301147,193269967,16141646,21068826,200000,13630480,2107178.5257847533,2098746.4984712596
20140403,9873,363877120,266605457,360958034,165866758,195091276,2919086,45762040,220843417,46915541,173927876,12047671,14437186,380000,18897183,2104011.6841892027,2094159.393801276
20140404,9858,251895894,200192637,248968008,62838487,186129521,2927886,37871189,162321448,35154471,127166977,14199433,12740751,1000000,9931005,2112457.9645972815,2107213.162710489
20140405,9864,202336542,163199682,199391149,68763348,130627801,2945393,43889726,119309956,23061774,96248182,19793373,13249520,0,10846833,2115140.660482563,2111173.0144971614
20140406,9885,129477254,139576683,126550557,36688261,89862296,2926697,29557907,110018776,41472248,68546528,21741519,1500329,0,6316059,2109625.4978249874,2110647.1901871525
20140407,9922,196936223,176966561,194021386,64582752,129438634,2914837,40119763,136846798,35095605,101751193,16019023,11785356,0,12315384,2103771.186051199,2101758.5210643015
20140408,9951,354770149,250015131,351854096,104834487,247019609,2916053,44570398,205444733,31814997,173629736,19314599,7143351,1500000,16612448,2108167.292332429,2097640.20781831
20140409,10001,383347565,289330278,380410136,150308931,230101205,2937429,50308002,239022276,37522743,201499533,18615068,12029732,5000000,14663202,2107028.298470153,2097627.509849015
20140410,10042,386567460,286914864,383627601,164835943,218791658,2939859,53154622,233760242,44846276,188913966,22256126,18501491,0,12397005,2108349.194284007,2098425.6137223663
20140411,10074,237829882,277077434,234895147,71143892,163751255,2934735,84205696,192871738,31674982,161196756,22915837,19982491,30000000,11307368,2097756.11048243,2101652.0358348223
20140412,10066,177642053,123295320,174695525,63462337,111233188,2946528,39287860,84007460,23075537,60931923,18311613,10760873,1000000,9215374,2104822.3514802307,2099423.3118418436
20140413,10138,208172985,178934722,205239452,95888440,109351012,2933533,50587988,128346734,16961535,111385199,21354731,7508517,6000000,15724740,2092757.9456500297,2089873.9189189188
20140414,10165,309853269,415986984,306943182,110231602,196711580,2910087,40950669,375036315,48560908,326475407,16499997,13988693,1600000,8861979,2076758.124741761,2087199.2181997048
20140415,10181,428681231,285293076,425805725,166536898,259268827,2875506,35499014,249794062,25902576,223891486,8301757,11161767,0,16035490,2087578.2823887633,2073494.3854238286
20140416,10206,387847838,255914640,384939019,153844890,231094129,2908819,43923418,211991222,34265047,177726175,11575616,14041543,500000,17806259,2095391.7000783852,2082464.6769547325
20140417,10215,355792647,265341592,352880124,159555287,193324837,2912523,38627405,226714187,43037306,183676881,13706522,15642976,0,9277907,2102400.268820362,2093545.5399902104
20140418,10251,239300383,225952909,236377510,73108437,163269073,2922873,32020413,193932496,42736396,151196100,12809085,7519332,100000,11591996,2096319.0147302703,2095016.94917569
20140419,10263,268729366,146374940,265789873,146828058,118961815,2939493,33261685,113113255,27904791,85208464,10339303,6045501,100000,16776881,2105789.79304297,2093867.8963266101
20140420,10280,191259529,161057781,188336377,71649902,116686475,2923152,35438855,125618926,40827019,84791907,13594139,11989773,200000,9654943,2105245.369066148,2102307.455836576
20140421,10318,301134667,295635256,298219498,109912061,188307437,2915169,65340198,230295058,40422597,189872461,26604522,9785580,10000000,18950096,2098024.985946889,2097491.9939910835
20140422,10304,285248757,268810141,282350142,94938709,187411433,2898615,46610311,222199830,46793868,175405962,20659354,9066361,3500000,13384596,2102470.925951087,2100875.5633734474
20140423,10330,313677307,278470936,310757394,101574511,209182883,2919913,47960929,230510007,59708761,170801246,19546607,6627122,0,21787200,2100587.2983543077,2097179.130784124
20140424,10373,318358891,224536754,315468612,141918866,173549746,2890279,43022139,181514615,33308384,148206231,18081663,7820522,0,17119954,2100924.412320447,2091879.571194447
20140425,10409,220927432,227764292,218042417,83493221,134549196,2885015,41053152,186711140,30947018,155764122,22010904,6160902,0,12881346,2093001.4476894995,2093658.2696704774
20140426,10421,151625415,158122962,148727987,56777731,91950256,2897428,34986838,123136124,19403230,103732894,20485811,4358700,0,10142327,2089967.8075040784,2090591.3126379426
20140427,10446,146837951,191915377,143955720,61671443,82284277,2882231,28315151,163600226,56209644,107390582,13113694,5166372,500000,9535085,2080650.6888761248,2084965.9699406473
20140428,10484,324937272,327724735,322059893,125000679,197059214,2877379,53228205,274496530,58440825,216055705,29942962,9068195,0,14217048,2072843.3453834415,2073109.223197253
20140429,10457,330607104,307578349,327753580,127521090,200232490,2853524,48275458,259302891,68367067,190935824,16959147,12786405,5500000,13029906,2080397.6654872333,2078195.4320550826
20140430,10492,260091330,281835975,257193410,79931074,177262336,2897920,61314568,220521407,48418212,172103195,32431548,14736022,2000000,12146998,2071385.2214067862,2073457.7190240184
20140501,10513,193045106,143362755,190175350,58404844,131770506,2869756,46481549,96881206,18924739,77956467,20007633,15114464,0,11359452,2071973.3752496908,2067247.5737658138
20140502,10516,125336258,121222064,122453074,33113882,89339192,2883184,24171256,97050808,24940239,72110569,8038233,5887972,0,10245051,2071773.515405097,2071382.2835678966
20140503,10526,185094488,199568043,182203439,54073496,128129943,2891049,41506485,158061558,44076367,113985191,19600662,11321084,80000,10504739,2068430.2425422762,2069805.2715181455
20140504,10555,303087562,413222034,300180905,88981143,211199762,2906657,65972622,347249412,53215849,294033563,30053897,18155143,2000000,15763582,2052312.8622453813,2062747.2035054476
20140505,10612,370924149,309330781,368099706,102948704,265151002,2824443,66043856,243286925,50320676,192966249,19063438,18803977,9800000,18376441,2047093.4441198644,2041289.3197323785
20140506,10624,318002728,341108696,315096777,81567892,233528885,2905951,61126871,279981825,43725251,236256574,28463064,19529487,0,13134320,2042606.3310429216,2044781.2150790663
20140507,10656,417327518,239372999,414463880,164553784,249910096,2863638,40650214,198722785,50672610,148050175,15217788,10674770,200000,14557656,2053172.314189189,2036472.3780968469
20140508,10671,392838756,273187499,390000657,156177372,233823285,2838099,47941936,225245563,31709467,193536096,21313500,12667055,500000,13461381,2061498.9632649235,2050286.2131009276
20140509,10715,281479009,247743971,278616335,127662531,150953804,2862674,48319772,199424199,25566249,173857950,19011357,12793116,0,16515299,2056182.0321978536,2053033.638544097
20140510,10705,287240171,147248328,284388148,79585779,204802369,2852023,38040745,109207583,28255521,80952062,17043831,7918673,0,13078241,2071180.0390471742,2058102.8000934143
20140511,10753,182424063,152945581,179585742,55148430,124437312,2838321,38400973,114544608,22454098,92090510,23244761,4769740,0,10386472,2064675.9787966148,2061934.5594717753
20140512,10767,325108597,293952908,322293245,95909491,226383754,2815352,48093256,245859652,34572657,211286995,23459482,11948012,0,12685762,2064884.9715798271,2061991.343921241
20140513,10788,275241493,257918375,272439137,91142159,181296978,2802356,61456142,196462233,20219614,176242619,22002316,20692588,0,18761238,2062471.2279384502,2060865.4513348164
20140514,10790,305474522,316225442,302621995,100837254,201784741,2852527,45318037,270907405,25171614,245735791,12943426,21431187,0,10943424,2061092.5567191844,2062088.9348470806
20140515,10824,313367089,238307643,310522196,93964517,216557679,2844893,37879297,200428346,39601697,160826649,13850161,10501873,0,13527263,2061552.8578159646,2054618.3191980782
20140516,10849,231967423,282094916,229109632,72479256,156630376,2857791,37551420,244543496,40061114,204482382,17461049,8162758,0,11927613,2052181.8268964882,2056802.2981841643
20140517,10868,170983868,145854372,168161205,50405690,117755515,2822663,32944450,112909922,36624963,76284959,14418686,8480027,400000,9645737,2050906.3430253956,2048594.0964298858
20140518,10874,164419642,153440019,161609998,51132867,110477131,2809644,40062277,113377742,26863477,86514265,13566710,11286898,0,15208669,2050784.4177855435,2049774.7044325916
20140519,10914,259077930,293791406,256179008,71313677,184865331,2898922,51391608,242399798,60660169,181739629,23700171,11164863,400000,16126574,2040087.6198460693,2043268.2571925966
20140520,10930,453955303,260040720,451059660,243711613,207348047,2895643,47536760,212503960,22815508,189688452,15528877,17605031,1000000,13402852,2054842.7141811529,2037101.2152790485
20140521,10971,297799722,250223726,294888620,130386891,164501729,2911102,45455883,204767843,29873517,174894326,18485493,13919627,0,13050763,2051500.0329960806,2047163.5097985598
20140522,10999,344636549,251108485,341774952,167436704,174338248,2861597,45562332,205546153,29111692,176434461,24143791,7775269,0,13643272,2054780.8824438585,2046277.5581416492
20140523,11029,249546195,229000787,246693653,114513174,132180479,2852542,60184458,168816329,29314656,139501673,28793597,10088986,10000000,11301875,2051054.5229848581,2049191.6697796718
20140524,11039,160073254,154409868,157281426,57666965,99614461,2791828,30780112,123629756,24105065,99524691,13101159,6501748,0,11177205,2049709.5497780596,2049196.5154452396
20140525,11053,166943526,231004758,164165899,67087564,97078335,2777627,45685873,185318885,32503867,152815018,21733826,12497423,0,11454624,2041317.5145209446,2047113.3375554148
20140526,11082,344890868,274707572,342134083,145189089,196944994,2756785,54429404,220278168,32625021,187653147,27300907,15985537,200000,10942960,2042308.7695361848,2035975.6802021295
20140527,11084,299049555,321965845,296280007,95780761,200499246,2769548,54053714,267912131,39321226,228590905,19319758,10194500,12000000,12539456,2039872.7439552508,2041940.2547816674
20140528,11081,276134813,415891684,273325022,78926517,194398505,2809791,74293409,341598275,45105847,296492428,35485858,18938486,0,19869065,2027812.7085100622,2040425.006226875
20140529,11093,320549863,313827800,317800649,135204257,182596392,2749214,54803737,259024063,44776734,214247329,25441561,13327616,200000,15834560,2026225.068601821,2025619.0951951682
20140530,11100,226547701,312802179,223709770,95966704,127743066,2837931,52407524,260394655,39094557,221300098,21152886,18218269,2000000,11036369,2017176.5953153153,2024947.269009009
20140531,11110,146823669,142862063,144080973,52834335,91246638,2742696,23557943,119304120,41776332,77527788,11247495,3221185,0,9089263,2015717.5350135013,2015360.9548154816
20140601,11116,183489775,149829253,180762669,55046557,125716112,2727106,33825537,116003716,32936169,83067547,16044694,6016423,0,11764420,2017657.6408780136,2014629.526268442
20140602,11141,158219402,170409506,155516287,48900709,106615578,2703115,38668393,131741113,42274603,89466510,14726755,12756543,0,11185095,2012035.9242437843,2013130.0902971008
20140603,11180,270887462,385622582,268143582,83629149,184514433,2743880,55464815,330157767,42540883,287616884,27864412,11417502,3000000,13182901,1994754.6611806797,2005017.1942754919
20140604,11178,274460744,303978838,271682147,71225908,200456239,2778597,54260600,249718238,28188601,221529637,25227583,8072245,0,20960772,1992470.8371801754,1995111.5684380033
20140605,11221,380042567,355645445,377223821,128566594,248657227,2818746,89226348,266419097,62031088,204388009,24584802,21082940,33700000,9858606,1987009.7264058462,1984835.4886373763
20140606,11234,301413900,274862067,298679366,111954129,186725237,2734534,55681761,219180306,55267471,163912835,24165597,13959940,5000000,12556224,1987073.8804521987,1984710.3560619547
20140607,11237,187801995,146203577,185054361,70098919,114955442,2747634,38318930,107884647,37280499,70604148,20423178,4423930,1500000,11971822,1990245.2959864733,1986543.3810625612
20140608,11241,302171269,169525332,299436270,185513854,113922416,2734999,36440988,133084344,36849979,96234365,10826548,12990744,0,12623696,2001337.2767547371,1989537.0866470954
20140609,11292,366114374,287520152,363337491,145389158,217948333,2776883,52422163,235097989,36264508,198833481,19511066,17257000,500000,15154097,1999258.4617428267,1992298.2933049947
20140610,11299,354031597,298190025,351275811,104890851,246384960,2755786,68280581,229909444,43253854,186655590,16761012,21113167,11000000,19406402,2002962.042835649,1998019.8734401274
20140611,11333,327661453,246127540,324824312,114930250,209894062,2837141,80918118,165209422,22604403,142605019,23969444,32366329,150000,24432345,2004147.36036354,1996952.979969999
20140612,11349,332365185,236467885,329539251,112210380,217328871,2825934,75247726,161220159,44402104,116818055,22460256,11796443,30000000,10991027,2009771.7274649749,2001321.8816635828
20140613,11379,216923770,386799040,214045806,51040378,163005428,2877964,56967852,329831188,44823413,285007775,21637898,21161652,1500000,12668302,1989544.2538887425,2004473.0938571051
20140614,11390,181574530,229916191,178733395,59184032,119549363,2841135,29831979,200084212,36576832,163507380,9471664,8120370,2000000,10239945,1983378.6131694468,1987622.8327480245
20140615,11407,166080126,116623756,163263976,41933752,121330224,2816150,30194033,86429723,25396456,61033267,16127815,5219992,100000,8746226,1984758.37415622,1980422.758306303
20140616,11433,387308484,492349489,384522342,120664648,263857694,2786142,58644674,433704815,28981923,404722892,13282813,22429553,2000000,20932308,1971057.270095338,1980244.797865827
20140617,11451,270350693,502560223,267626738,87121582,180505156,2723955,46759557,455800666,37324504,418476162,9551608,21318782,0,15889167,1947680.3981311675,1967958.935376823
20140618,11487,335262709,421920230,332565225,131652090,200913135,2697484,43682078,378238152,57752818,320485334,11501811,12388710,2000000,17791557,1934032.4469400193,1941576.411508662
20140619,11497,338609087,284956260,335998519,177935245,158063274,2610568,45420417,239535843,47067117,192468726,15782426,14463276,0,15174715,1937016.9213707924,1932350.2407584586
20140620,11502,251582530,286583065,248879061,71879168,176999893,2703469,44882716,241700349,35442161,206258188,15957518,16500635,0,12424563,1933131.8909754825,1936174.8865414711
20140621,11528,177999186,231003775,175409451,55976436,119433015,2589735,54561773,176442002,24826865,151615137,20497072,19444316,1500000,13120385,1924174.0476231785,1928771.9474323387
20140622,11541,147180819,361285652,144611888,41425751,103186137,2568931,49236322,312049330,31032946,281016384,22699462,10857518,0,15679342,1903454.9508708084,1922006.6216965602
20140623,11562,232227670,373779624,229685312,80147560,149537752,2542358,47744484,326035140,31937942,294097198,21190473,7806701,1151200,17596110,1887754.8550423803,1899997.715620135
