report_date,total_purchase,total_redeem,active_users,purchase_users,redeem_users,purchase_user_ratio,redeem_user_ratio,total_balance,avg_balance,year,month,day,day_of_week,is_weekend,mfd_daily_yield,Interest_O_N,shibor_spread_1M_O_N,net_flow,total_purchase_lag_1,total_purchase_lag_2,total_purchase_lag_3,total_purchase_lag_7,total_purchase_roll_7d_avg,total_purchase_roll_7d_std,total_purchase_roll_14d_avg,total_purchase_roll_14d_std,total_purchase_momentum_7v30,total_redeem_lag_1,total_redeem_lag_2,total_redeem_lag_3,total_redeem_lag_7,total_redeem_roll_7d_avg,total_redeem_roll_7d_std,total_redeem_roll_14d_avg,total_redeem_roll_14d_std,total_redeem_momentum_7v30,active_users_lag_1,active_users_lag_2,active_users_lag_3,active_users_lag_7,active_users_roll_7d_avg,active_users_roll_7d_std,active_users_roll_14d_avg,active_users_roll_14d_std,active_users_momentum_7v30
20140405,56311065,83283965,3040,2175,227,0.7154605263157895,0.07467105263157894,7047717440,2318328.1052631577,2014,4,5,7,1,1.4318,2.763,1.8340000000000005,-26972900,94010570,82715726,101368160,0,97000165.0,11527186.687685942,97000165.0,11527186.687685942,1.0,60177983,65055821,42727217,0,57075202.0,9829203.398369778,57075202.0,9829203.398369778,1.0,3021,2995,2929,0,2967.75,47.68909728648677,2967.75,47.68909728648677,1.0
20140406,45151649,54042043,3053,2200,224,0.7206026858827382,0.0733704552898788,6513632317,2133518.6102194563,2014,4,6,1,1,1.4314,2.763,1.8340000000000005,-8890394,56311065,94010570,82715726,0,88862345.0,20755182.400103666,88862345.0,20755182.400103666,1.0,83283965,60177983,65055821,0,62316954.6,14485847.616999386,62316954.6,14485847.616999386,1.0,3040,3021,2995,0,2982.2,52.43758194272501,2982.2,52.43758194272501,1.0
20140407,55147180,77381687,2968,2104,255,0.7088948787061995,0.08591644204851752,5776223404,1946166.9150943395,2014,4,7,2,0,1.4312,2.763,1.8340000000000005,-22234507,45151649,56311065,94010570,0,81577229.0,25749943.067315593,81577229.0,25749943.067315593,1.0,54042043,83283965,60177983,0,60937802.666666664,13389704.450720482,60937802.666666664,13389704.450720482,1.0,3053,3040,3021,0,2994.0,55.09264923744369,2994.0,55.09264923744369,1.0
20140408,107263240,97400308,2978,2107,296,0.7075218267293486,0.09939556749496306,6189700768,2078475.7447951646,2014,4,8,3,0,1.4263,2.713,1.7240000000000002,9862932,55147180,45151649,56311065,109906204,77801507.71428572,25540989.381125525,77801507.71428572,25540989.381125525,1.0,77381687,54042043,83283965,60339787,63286929.0,13712485.16648571,63286929.0,13712485.16648571,1.0,2968,3053,3040,2926,2990.285714285714,51.243582641192894,2990.285714285714,51.243582641192894,1.0
20140409,104280000,72496991,3003,2124,262,0.7072927072927073,0.08724608724608725,6314633116,2102774.9304029304,2014,4,9,4,0,1.4239,2.74,1.6609999999999996,31783009,107263240,55147180,45151649,101368160,77423941.42857143,25001123.58467444,81484224.25,25838916.640315782,0.9501709335911293,97400308,77381687,54042043,42727217,68581289.14285715,18650374.13485362,67551101.375,17511020.183605522,1.0152504955047026,2978,2968,3053,2929,2997.714285714286,43.564948776565345,2988.75,47.64076885549665,1.0029993427734958
20140410,108186529,94458494,3046,2170,275,0.7124097176625082,0.09028233749179251,6555444030,2152148.401181878,2014,4,10,5,0,1.4202,2.74,1.6349999999999998,13728035,104280000,107263240,55147180,82715726,77839918.57142857,25485447.164636876,84017088.22222222,25336377.21968299,0.9264772228899999,72496991,97400308,77381687,65055821,72834114.0,14760943.804667698,68100644.66666667,16462816.583183827,1.0695069680544482,3003,2978,2968,2995,3008.285714285714,31.388502596302647,2990.3333333333335,44.816291680593146,1.0060034715034156
20140411,64393148,47242139,3027,2085,266,0.688800792864222,0.08787578460521969,6174931608,2039950.9772051536,2014,4,11,6,0,1.4106,2.75,1.4589999999999996,17151009,108186529,104280000,107263240,94010570,81478604.71428572,27992591.613938417,86434032.3,25080319.344289828,0.9426680966530092,94458494,72496991,97400308,60177983,77034495.85714285,16283541.210872984,70736429.6,17617722.258324776,1.0890356820772145,3046,3003,2978,3021,3015.5714285714284,33.62963545672746,2995.9,45.77347606541491,1.0065661165497608
20140412,59009041,47860281,3067,2189,223,0.7137267688294751,0.07270948809911966,6781982929,2211275.816432996,2014,4,12,7,1,1.4099,2.75,1.4589999999999996,11148760,64393148,108186529,104280000,56311065,77247544.42857143,28021006.081189502,84430315.54545455,24703924.095724355,0.914926634225166,47242139,94458494,72496991,83283965,75186518.14285715,19019549.75005998,68600585.0,18152847.642261688,1.0960040376165472,3027,3046,3003,3040,3016.4285714285716,33.86668541431801,2998.7272727272725,44.42542269712447,1.0059029371768111
20140413,56973972,64337290,3094,2178,257,0.7039431157078216,0.08306399482870071,6527205836,2109633.431157078,2014,4,13,1,1,1.4097,2.75,1.4589999999999996,-7363318,59009041,64393148,108186529,45151649,77632969.57142857,27701767.872219954,82311876.0,24670973.78683101,0.9431563626545041,47860281,47242139,94458494,54042043,70125991.85714285,21104311.340476602,66872226.333333336,18314356.765505463,1.0486564557846585,3067,3027,3046,3053,3020.285714285714,38.252295293721865,3004.4166666666665,46.71861286338439,1.0052819063997052
20140414,83229516,195023342,3033,2090,285,0.6890867128255852,0.09396636993076163,6345091722,2092018.371909001,2014,4,14,2,0,1.4048,2.639,1.5260000000000002,-111793826,56973972,59009041,64393148,55147180,79321872.85714285,25677872.750389107,80362806.46153846,24643881.028485693,0.9870470725173864,64337290,47860281,47242139,77381687,71596741.42857143,20132998.084294837,66677231.23076923,17548750.912624605,1.0737809610116507,3094,3067,3027,2968,3026.1428571428573,46.373227087147875,3011.3076923076924,51.167021630774016,1.004926485882881
20140415,137762451,79656246,3111,2183,282,0.7017036322725811,0.09064609450337512,6325558329,2033287.7945998071,2014,4,15,3,0,1.4022,2.449,1.6530000000000005,58106205,83229516,56973972,59009041,107263240,83333635.14285715,23360626.196109775,80567571.42857143,23689467.7792728,1.0343322215779833,195023342,64337290,47860281,97400308,88402692.14285715,51080991.16215819,75844810.57142857,38221625.87529755,1.165573379072546,3033,3094,3067,2978,3035.4285714285716,38.655991958371956,3012.8571428571427,49.50036074904614,1.0074917022285443
20140416,154848291,91723419,3064,2160,278,0.7049608355091384,0.09073107049608355,6423290958,2096374.3335509137,2014,4,16,4,0,1.3958,2.298,1.787,63124872,137762451,83229516,56973972,104280000,87690665.28571428,30362523.948055964,82557303.35714285,27246106.160204183,1.062179379895253,79656246,195023342,64337290,72496991,85867826.14285715,51000278.36231615,77224557.64285715,37966659.82300563,1.1119238330891166,3111,3033,3094,3003,3054.4285714285716,38.40944824240142,3026.0714285714284,49.22235934350021,1.0093709429953972
20140417,134485550,82588559,3121,2198,242,0.7042614546619673,0.0775392502403076,5913747553,1894824.592438321,2014,4,17,5,0,1.3866,2.181,1.8789999999999996,51896991,154848291,137762451,83229516,108186529,94914706.85714285,39583099.07000507,86377312.71428572,33187576.310224753,1.0988383856198058,91723419,79656246,195023342,94458494,88614458.71428572,50676870.39816838,80724286.35714285,36781842.72969872,1.0977422373514079,3064,3111,3033,3046,3063.1428571428573,31.002304061841233,3035.714285714286,41.334337693102704,1.009035294117647
20140418,70274648,93287085,3064,2194,257,0.7160574412532638,0.08387728459530026,6556625846,2139890.941906005,2014,4,18,6,0,1.3841,2.0,1.9300000000000002,-23012437,134485550,154848291,137762451,64393148,98671709.85714285,42213416.617559575,90075157.28571428,35548402.96352288,1.0954375527112397,82588559,91723419,79656246,47242139,86918753.71428572,50647313.14185269,81976624.78571428,36504761.74838567,1.060287050625591,3121,3064,3111,3027,3073.8571428571427,36.553287911525224,3044.714285714286,45.31331706349349,1.009571622953127
20140419,42621071,52910334,3003,2116,241,0.7046287046287046,0.08025308025308026,6468464293,2154000.7635697634,2014,4,19,7,1,1.3835,2.0,1.9300000000000002,-10289263,70274648,134485550,154848291,59009041,99511924.14285715,41469400.071958534,88379734.28571428,35910451.29527906,1.1259586255504535,93287085,82588559,91723419,47860281,93496603.14285715,47529547.19150559,84341560.64285715,36053607.541700654,1.1085472266604939,3064,3121,3064,3067,3079.1428571428573,30.88380682185285,3047.785714285714,45.038750104648976,1.0102884998476647
20140420,70643378,40576595,3126,2153,256,0.6887396033269354,0.0818937939859245,6424107915,2055056.9145873322,2014,4,20,1,1,1.383,2.0,1.9300000000000002,30066783,42621071,70274648,134485550,56973972,97170785.57142857,44489672.90981266,87401877.57142857,37020114.618100986,1.1117700016457477,52910334,93287085,82588559,64337290,94218039.28571428,46753387.026734225,82172015.57142857,37022987.20059044,1.146595207997723,3003,3064,3121,3094,3070.0,42.40283009422834,3045.1428571428573,46.58962767176199,1.0081628823419027
20140421,74214500,59568186,3170,2202,300,0.6946372239747634,0.0946372239747634,7023436903,2215595.237539432,2014,4,21,2,0,1.3866,1.98,1.787,14646314,70643378,42621071,70274648,83229516,99123557.85714285,42695066.59185625,89222715.35714285,35372419.40850633,1.1109677335011456,40576595,52910334,93287085,195023342,90823654.28571428,50031935.819890246,81210197.85714285,37972715.81781156,1.118377453598654,3126,3003,3064,3033,3074.5714285714284,46.907203223872884,3050.3571428571427,51.375850571820344,1.0079381805409202
20140422,88488994,70739989,3173,2170,272,0.683895367160416,0.0857232902615821,6446349141,2031625.9505200125,2014,4,22,3,0,1.3813,1.9262,1.8818,17749005,74214500,70643378,42621071,137762451,97835698.42857143,43384795.32262771,90584666.78571428,34310617.741186894,1.0800470090596026,59568186,40576595,52910334,79656246,71472917.71428572,20483082.24006893,79937804.92857143,38406836.645696245,0.8941065842144461,3170,3126,3003,3111,3094.1428571428573,54.618155014087186,3064.785714285714,54.723330099171314,1.0095788565968258
20140423,69194543,66468067,3063,2117,278,0.6911524649036892,0.09076069213189683,5742971700,1874949.9510284036,2014,4,23,4,0,1.3654,1.963,1.9880999999999998,2726476,88488994,74214500,70643378,154848291,90796633.14285715,39664885.86314298,89243649.21428572,33973837.007714994,1.0174016184035966,70739989,59568186,40576595,91723419,70199166.71428572,20164131.4372783,78033496.42857143,38134375.4141259,0.8996029900895581,3173,3170,3126,3064,3103.0,62.29499712389974,3078.714285714286,55.74175147179047,1.0078882650457055
20140424,71616363,91081537,3126,2184,295,0.6986564299424184,0.09436980166346769,6837430412,2187277.8029430583,2014,4,24,5,0,1.3515,2.303,2.0170000000000003,-19465174,69194543,88488994,74214500,134485550,78560383.42857143,28153667.014014628,86737545.14285715,34073255.722332716,0.9057252346625917,66468067,70739989,59568186,82588559,66591259.28571428,17790736.7106494,77602859.0,38235613.31464285,0.8581031697004138,3063,3173,3170,3121,3102.8571428571427,62.40039682413504,3083.0,51.62736304891639,1.0064408507483433
20140425,90794845,50023467,3085,2164,292,0.7014586709886548,0.0946515397082658,6236708588,2021623.5293354944,2014,4,25,6,0,1.344,2.31,1.9759999999999995,40771378,71616363,69194543,88488994,70274648,69579071.0,13612011.552970387,84125390.42857143,33702193.64137274,0.8270876443548596,91081537,66468067,70739989,93287085,67804541.85714285,19289969.753013767,77361647.78571428,38131609.54216081,0.876461965300379,3126,3063,3173,3064,3103.5714285714284,62.67071922053427,3088.714285714286,51.64438843807581,1.0048101382914758
20140426,53051807,36223827,3011,2159,244,0.7170375290601129,0.08103620059780804,6761715400,2245671.006310196,2014,4,26,7,1,1.3441,2.31,1.9759999999999995,16827980,90794845,71616363,69194543,42621071,72510527.71428572,15817671.135427551,86011225.92857143,33248739.833477087,0.8430356262390974,50023467,91081537,66468067,52910334,61624025.0,16492587.709487708,77560314.07142857,37969516.279674515,0.7945303695295488,3085,3126,3063,3003,3106.5714285714284,60.93947035886552,3092.8571428571427,48.54634129105158,1.0044341801385681
20140427,26819081,36573765,3068,2103,232,0.6854628422425033,0.07561929595827901,6656863804,2169773.078226858,2014,4,27,1,1,1.3439,2.31,1.9759999999999995,-9754684,53051807,90794845,71616363,70643378,74000632.85714285,12720794.109745761,85585709.21428572,33656515.55304375,0.8646377244110152,36223827,50023467,91081537,40576595,59240238.28571428,18980240.910098046,76729138.78571428,38788217.31347565,0.7720696364279258,3011,3085,3126,3126,3107.714285714286,58.70750742938608,3088.8571428571427,52.94824344127467,1.0061048931643697
20140428,69373959,109315096,3184,2187,305,0.6868718592964824,0.09579145728643217,6138371222,1927880.408919598,2014,4,28,2,0,1.3506,2.406,2.1939999999999995,-39941137,26819081,53051807,90794845,74214500,67740019.0,22027907.644205797,83431788.42857143,36475310.245931566,0.8119209749170647,36573765,36223827,50023467,59568186,58668405.428571425,19683519.971591346,74746029.85714285,40156112.15462498,0.7849032990875967,3068,3011,3085,3170,3099.4285714285716,59.779754496142374,3087.0,53.209310926103655,1.004026100236013
20140429,99886273,93217354,3116,2142,298,0.6874197689345315,0.09563543003851091,6203074164,1990716.9974326058,2014,4,29,3,0,1.346,2.604,1.9889999999999999,6668919,69373959,26819081,53051807,88488994,67048513.14285714,21866168.252732962,82442105.78571428,36668679.14994182,0.813279967849577,109315096,36573765,36223827,70739989,65775106.85714286,27493596.1490111,68624012.28571428,23478885.10248383,0.9584852978763456,3184,3068,3011,3173,3101.4285714285716,62.69730760529022,3097.785714285714,56.61635883657731,1.0011759551753556
20140430,80519119,130455056,3211,2273,327,0.7078791653690439,0.10183743382123948,6697362073,2085755.8620367488,2014,4,30,4,0,1.3511,2.5,2.104,-49935937,99886273,69373959,26819081,69194543,68676695.85714285,24044553.384405456,79736664.5,33536642.414029032,0.8612938136776821,93217354,109315096,36573765,66468067,68986159.0,29415522.709780477,69592662.85714285,24236559.946397074,0.991284945391616,3116,3184,3068,3063,3093.285714285714,55.0929949742987,3098.1428571428573,56.72180037130909,0.9984322405127495
20140501,41289558,30303158,3165,2202,248,0.6957345971563981,0.07835703001579779,5936372900,1875631.2480252765,2014,5,1,5,0,1.3364,0.0,0.0,10986400,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
20140502,36397602,39275287,3216,2246,248,0.6983830845771144,0.07711442786069651,6878670930,2138890.2145522386,2014,5,2,6,0,1.3362,0.0,0.0,-2877685,41289558,0,0,0,41289558.0,0.0,41289558.0,0.0,1.0,30303158,0,0,0,30303158.0,0.0,30303158.0,0.0,1.0,3165,0,0,0,3165.0,0.0,3165.0,0.0,1.0
20140503,60124756,35459457,3108,2128,207,0.6846846846846847,0.06660231660231661,6671060068,2146415.7232947233,2014,5,3,7,1,1.3361,0.0,0.0,24665299,36397602,41289558,0,0,38843580.0,3459135.2608662182,38843580.0,3459135.2608662182,1.0,39275287,30303158,0,0,34789222.5,6344253.257580478,34789222.5,6344253.257580478,1.0,3216,3165,0,0,3190.5,36.062445840513924,3190.5,36.062445840513924,1.0
20140504,127995009,100483936,3249,2257,296,0.6946752847029856,0.09110495537088335,6560270400,2019166.0203139428,2014,5,4,1,1,1.3543,2.4,2.1,27511073,60124756,36397602,41289558,0,45937305.333333336,12527794.127092341,45937305.333333336,12527794.127092341,1.0,35459457,39275287,30303158,0,35012634.0,4502722.81993429,35012634.0,4502722.81993429,1.0,3108,3216,3165,0,3163.0,54.0277706369604,3163.0,54.0277706369604,1.0
20140505,105875149,137121950,3128,2138,320,0.6835038363171355,0.10230179028132992,6511439828,2081662.3491048594,2014,5,5,2,0,1.3378,2.37,1.6879999999999997,-31246801,127995009,60124756,36397602,0,66451731.25,42284714.731080145,66451731.25,42284714.731080145,1.0,100483936,35459457,39275287,0,51380459.5,32941450.91303517,51380459.5,32941450.91303517,1.0,3249,3108,3216,0,3184.5,61.603571325045756,3184.5,61.603571325045756,1.0
20140506,74683427,69763969,3157,2158,290,0.6835603420969275,0.09185936015204307,6267569139,1985292.7269559707,2014,5,6,3,0,1.3831,2.37,1.5709999999999997,4919458,105875149,127995009,60124756,0,74336414.8,40642822.2240388,74336414.8,40642822.2240388,1.0,137121950,100483936,35459457,0,68528757.6,47793043.73885647,68528757.6,47793043.73885647,1.0,3128,3249,3108,0,3173.2,59.03134760447198,3173.2,59.03134760447198,1.0
20140507,104463280,63464872,3262,2255,286,0.6912936848559166,0.08767627222562845,6564719962,2012483.1275291233,2014,5,7,4,0,1.3393,2.37,1.512,40998408,74683427,105875149,127995009,0,74394250.16666667,36352321.35979328,74394250.16666667,36352321.35979328,1.0,69763969,137121950,100483936,0,68734626.16666667,42750372.10434368,68734626.16666667,42750372.10434368,1.0,3157,3128,3249,0,3170.5,53.21184078755403,3170.5,53.21184078755403,1.0
20140508,132713611,98047485,3258,2235,273,0.6860036832412523,0.08379373848987108,6628984616,2034679.1332105587,2014,5,8,5,0,1.3221,2.23,1.56,34666126,104463280,74683427,105875149,41289558,78689825.85714285,35077150.926583804,78689825.85714285,35077150.926583804,1.0,63464872,69763969,137121950,30303158,67981804.14285715,39076366.8928753,67981804.14285715,39076366.8928753,1.0,3262,3157,3128,3165,3183.5714285714284,59.62901179475514,3183.5714285714284,59.62901179475514,1.0
20140509,72124635,86451231,3172,2199,298,0.6932534678436317,0.09394703656998739,6465268110,2038230.8039092056,2014,5,9,6,0,1.3244,2.2205,1.5525000000000002,-14326596,132713611,104463280,74683427,36397602,91750404.85714285,35842659.316859916,85442799.0,37675659.61840697,1.073822556505234,98047485,63464872,69763969,39275287,77659565.14285715,36492981.24688426,71740014.25,37707003.36051216,1.0825139352806463,3258,3262,3157,3216,3196.8571428571427,64.92669859523274,3192.875,61.156561381424986,1.0012471966040457
20140510,72043237,36673994,3278,2274,264,0.6937156802928615,0.08053691275167785,6451545210,1968134.5973154362,2014,5,10,7,1,1.3117,2.2205,1.5525000000000002,35369243,72124635,132713611,104463280,60124756,96854266.71428572,28422613.000840068,83963003.0,35520861.159836024,1.153535048219818,86451231,98047485,63464872,35459457,84398985.71428572,32343026.38446694,73374593.8888889,35610918.19918151,1.1502480796294567,3172,3258,3262,3108,3190.5714285714284,64.89441974689127,3190.5555555555557,57.6283591452835,1.000004975000622
20140511,56869029,39948139,3336,2324,293,0.6966426858513189,0.08782973621103117,7419698539,2224130.257494005,2014,5,11,1,1,1.3115,2.2205,1.5525000000000002,16920890,72043237,72124635,132713611,127995009,98556906.85714285,26119299.801593065,82771026.4,33700849.57655793,1.190717466530569,36673994,86451231,98047485,100483936,84572491.0,32038556.898943387,69704533.9,35523608.09517189,1.2132997133490622,3278,3172,3258,3249,3214.8571428571427,60.50462398701047,3199.3,60.96456165493013,1.004862670852106
20140512,118324330,56287786,3281,2241,296,0.6830234684547394,0.09021639743980493,6653506883,2027889.9369094789,2014,5,12,2,0,1.3083,2.2135,1.4465000000000003,62036544,56869029,72043237,72124635,105875149,88396052.57142857,26589106.530379254,80416299.36363636,32911467.143492807,1.0992305449385127,39948139,36673994,86451231,137121950,75924520.0,35055816.59181775,66999407.09090909,34874473.19279979,1.1332118192774563,3336,3278,3172,3128,3227.285714285714,75.71154532327338,3211.7272727272725,71.0198435778211,1.0048442598755374
20140513,112945695,69687980,3199,2206,280,0.6895904970303219,0.087527352297593,6846303441,2140138.6186308223,2014,5,13,3,0,1.3022,2.35,1.267,43257715,118324330,56869029,72043237,74683427,90174507.0,28313501.47104099,83575301.91666667,33233217.113083664,1.0789611874799259,56287786,39948139,36673994,69763969,64376782.28571428,22658647.432681147,66106772.0,33394972.48808849,0.9738303707480118,3281,3336,3278,3157,3249.1428571428573,63.346740435554516,3217.5,70.60582000219111,1.0098346098346098
20140514,109674654,47101364,3211,2205,258,0.6867019620056057,0.08034880099657428,6418580409,1998935.0386172533,2014,5,14,4,0,1.2986,2.3666,1.2008999999999999,62573290,112945695,118324330,56869029,104463280,95640545.28571428,28517061.01874959,85834562.92307693,32844556.274686176,1.1142428181457074,69687980,56287786,39948139,63464872,64365926.71428572,22655654.321577676,66382249.538461536,31988675.822672993,0.9696255725258667,3199,3281,3336,3262,3255.1428571428573,54.54181445285376,3216.076923076923,67.79437235550542,1.0121470770134935
20140515,107403299,51007459,3223,2206,276,0.68445547626435,0.08563450201675457,6714644725,2083352.3813217499,2014,5,15,5,0,1.2971,2.35,1.3009999999999997,56395840,109674654,112945695,118324330,132713611,96385027.28571428,28851841.07444441,87537426.57142857,32192846.841232896,1.101072204893598,47101364,69687980,56287786,98047485,62028282.71428572,23589097.786389742,65005043.428571425,31162728.43346971,0.9542072344347156,3211,3199,3281,3258,3247.8571428571427,56.831413178008546,3215.714285714286,65.14885744488248,1.0099955575299866
20140516,74042848,110227301,3284,2256,272,0.6869671132764921,0.0828258221680877,6783543517,2065634.4448842874,2014,5,16,6,0,1.2986,2.37,1.3199999999999998,-36184453,107403299,109674654,112945695,72124635,92769268.42857143,24848516.83167059,92259836.64285715,29634314.02984093,1.0055217069989655,51007459,47101364,69687980,86451231,55308279.0,17543468.294768114,66483922.071428575,29852967.554344196,0.8319045759751995,3223,3211,3199,3172,3242.8571428571427,57.32779596736811,3219.8571428571427,63.499069820997114,1.0071431740538621
20140517,58925977,17650416,3246,2244,229,0.6913123844731978,0.07054836722119531,6514890483,2007051.904805915,2014,5,17,7,1,1.2818,2.37,1.3199999999999998,41275561,74042848,107403299,109674654,72043237,93043298.85714285,24592156.664066516,94948782.78571428,25610314.57041314,0.9799314549100452,110227301,51007459,47101364,36673994,58704860.428571425,25206142.899476472,71551923.07142857,30883383.923228484,0.820451189969664,3284,3223,3211,3278,3258.8571428571427,49.32689790715469,3224.714285714286,65.7424211150298,1.0105878704647144
20140518,42069852,37523324,3214,2184,228,0.6795270690728065,0.07093963907902924,6931902383,2156783.5665836963,2014,5,18,1,1,1.2816,2.37,1.3199999999999998,4546528,58925977,74042848,107403299,56869029,91169404.57142857,26854713.150834963,94863155.71428572,25737392.44503964,0.9610623206128394,17650416,110227301,51007459,39948139,55987206.428571425,28753280.010322478,70279848.71428572,32792161.547231536,0.7966324266886329,3246,3284,3223,3336,3254.285714285714,48.73641446842489,3234.5714285714284,56.60757530947229,1.0060948679445278
20140519,81221869,89196711,3315,2266,309,0.6835595776772248,0.09321266968325792,7284435169,2197416.3405731525,2014,5,19,2,0,1.3283,2.396,1.3400000000000003,-7974842,42069852,58925977,74042848,118324330,89055236.42857143,30359007.615262203,88725644.5,27419000.162093863,1.003714731298136,37523324,17650416,110227301,56287786,55640804.28571428,28992326.505927615,65782662.14285714,32648234.220122524,0.8458277982864504,3214,3246,3284,3281,3236.8571428571427,34.328941004292425,3232.0714285714284,56.694137922057386,1.0014806957059825
20140520,105279373,131789074,3381,2298,307,0.6796805678793256,0.09080153800650695,7371944220,2180403.4960070984,2014,5,20,3,0,1.3308,2.427,1.6679999999999997,-26509701,81221869,42069852,58925977,112945695,83754884.85714285,27501641.70740247,86964695.92857143,27021655.692194495,0.9630906422755164,89196711,37523324,17650416,69687980,60342079.28571428,31660165.195025247,62359430.78571428,26532502.6813598,0.9676496165121804,3315,3214,3246,3199,3241.714285714286,42.94071217277098,3245.4285714285716,52.13402002489395,0.9988555330574874
20140521,79065201,94458696,3332,2262,284,0.6788715486194478,0.08523409363745499,6890527427,2067985.4222689075,2014,5,21,4,0,1.323,2.528,1.6720000000000002,-15393495,105279373,81221869,42069852,109674654,82659696.0,26270534.51492766,89150120.64285715,27188715.257659405,0.9271966813274619,131789074,89196711,37523324,47101364,69213664.14285715,41794314.664112724,66789795.428571425,32394814.897909246,1.036291003718943,3381,3315,3214,3211,3267.714285714286,63.1234617917256,3261.4285714285716,57.048851246729285,1.0019272886552781
20140522,89219944,102846840,3320,2249,263,0.6774096385542169,0.07921686746987952,6965546371,2098056.1358433734,2014,5,22,5,0,1.2887,2.51,1.6930000000000005,-13626896,79065201,105279373,81221869,107403299,78286917.0,23416909.728809956,87335972.14285715,26934504.541275624,0.8963879954521439,94458696,131789074,89196711,51007459,75978997.28571428,41449885.64033415,69003640.0,33199177.299263306,1.1010868018805136,3332,3381,3315,3223,3285.0,61.55214591439245,3266.4285714285716,60.08931081919032,1.0056855455937022
20140523,69031404,37685154,3246,2209,274,0.6805298829328404,0.08441158348736907,6329923078,1950068.7239679606,2014,5,23,6,0,1.281,2.53,1.5385000000000004,31346250,89219944,79065201,105279373,74042848,75689294.85714285,20472110.543032195,84229281.64285715,23599830.235898737,0.8986102383975572,102846840,94458696,131789074,110227301,83384623.14285715,40871665.62341507,69346451.07142857,33545126.70711044,1.2024353352555694,3320,3332,3381,3284,3298.8571428571427,55.92980294210641,3270.8571428571427,61.6838803813532,1.0085604472396925
20140524,37714380,51609270,3361,2269,235,0.6750966974114847,0.0699196667658435,7077150527,2105668.112764058,2014,5,24,7,1,1.2488,2.53,1.5385000000000004,-13894890,69031404,89219944,79065201,58925977,74973374.28571428,20626329.403931145,84008336.57142857,23735960.082471278,0.8924515988001708,37685154,102846840,94458696,17650416,73021459.28571428,42109191.93889492,65863159.85714286,34158656.548546575,1.108684421520282,3246,3320,3332,3246,3293.4285714285716,59.3516558119404,3276.1428571428573,55.412935372468915,1.005276239480225
20140525,51542180,68613419,3377,2265,267,0.6707136511696772,0.07906425821735268,6664633444,1973536.7023985786,2014,5,25,1,1,1.2486,2.53,1.5385000000000004,-17071239,37714380,69031404,89219944,42069852,71943146.14285715,24559826.63290413,81556275.35714285,26660162.966175355,0.8821288837408419,51609270,37685154,102846840,37523324,77872724.14285715,36209782.96662364,66929965.28571428,33401764.765364956,1.163495660134139,3361,3246,3320,3214,3309.8571428571427,59.94839050224386,3282.0714285714284,59.88638510445525,1.0084659078543603
20140526,103082681,116995233,3308,2240,319,0.6771463119709794,0.0964328899637243,6731948909,2035051.0607617896,2014,5,26,2,0,1.249,2.5025,1.5974999999999997,-13912552,51542180,37714380,69031404,81221869,73296335.85714285,22840309.26974736,81175786.14285715,27074391.44965381,0.9029334896511177,68613419,51609270,37685154,89196711,82314166.28571428,32110398.30704283,68977485.28571428,32486606.58382652,1.193348321481388,3377,3361,3246,3315,3333.1428571428573,46.7027071714569,3285.0,63.613012698781866,1.0146553598608394
20140527,79139272,148687106,3343,2253,302,0.6739455578821418,0.09033801974274604,6451130116,1929742.780735866,2014,5,27,3,0,1.2548,2.541,1.459,-69547834,103082681,51542180,37714380,105279373,76419309.0,25450016.10294211,80087096.92857143,25739223.366294112,0.9542025111505454,116995233,68613419,51609270,131789074,86285383.71428572,34716660.42950009,73313731.5,34642535.088527754,1.176933460470304,3308,3377,3361,3381,3332.1428571428573,47.227917490359374,3286.9285714285716,63.891090369248126,1.0137557859052089
20140528,82116154,76974169,3224,2204,290,0.6836228287841191,0.08995037220843673,6878929819,2133663.095223325,2014,5,28,4,0,1.2597,2.51,1.4300000000000002,5141985,79139272,103082681,51542180,79065201,72685008.85714285,22222735.50360362,77672352.42857143,23942521.049012616,0.9357899765426184,148687106,116995233,68613419,94458696,88699388.28571428,38760108.91017628,78956526.21428572,40022677.94122372,1.123395272545131,3343,3308,3377,3332,3326.714285714286,42.63689437452918,3297.214285714286,60.12701756912842,1.008946946556617
20140529,120099155,88514021,3348,2240,266,0.6690561529271206,0.07945041816009558,6518523152,1946990.1887694146,2014,5,29,5,0,1.2381,2.51,1.367,31585134,82116154,79139272,103082681,89219944,73120859.28571428,22397952.76110449,75703888.14285715,22176786.59508471,0.9658798389288994,76974169,148687106,116995233,102846840,86201598.71428572,38890261.696900964,81090298.0,38976352.17626524,1.0630322102686776,3224,3343,3308,3320,3311.285714285714,57.39254970729882,3298.1428571428573,58.77840674006979,1.003984926582059
20140530,54720238,74636706,3250,2225,283,0.6846153846153846,0.08707692307692308,6243313080,1921019.4092307691,2014,5,30,6,0,1.279,2.57,1.2910000000000004,-19916468,120099155,82116154,79139272,69031404,77532175.14285715,28347755.683571547,76610735.0,23774747.594560392,1.0120275590993502,88514021,76974169,148687106,37685154,84154053.14285715,38239706.38925578,83769338.14285715,38026995.72697268,1.0045925515054677,3348,3224,3343,3246,3315.285714285714,59.052841550920256,3307.0714285714284,55.90990594177014,1.0024838549428714
